,R,Z,n_n_slow,n_n_thermal,n_n_total,izn_rate_slow,izn_rate_thermal,izn_rate_total
130,1.28934866667,-0.24269,275950602.264,3.00745961862e+16,3.00745964621e+16,1.15808533806e+12,1.26214433328e+20,1.26214433328e+20
131,1.23706666667,-0.180547,1.31530560433e+11,9.84513703112e+16,9.84515018417e+16,5.83967609094e+14,4.37103066721e+20,4.37103066721e+20
132,1.25145933333,-0.265821666667,23156827452.1,9.37975286815e+16,9.37975518383e+16,1.09150978494e+14,4.42119804932e+20,4.42119804932e+20
133,1.16483316667,-0.0693129999999,4.3564721668e+14,1.10486600113e+18,1.10530164834e+18,1.50306268091e+18,3.81199004633e+21,3.81199004633e+21
134,1.308881,-0.320726333333,643805521.94,3.40953861735e+16,3.40953868173e+16,2.85373435696e+12,1.51131314693e+20,1.51131314693e+20
135,1.13658233333,-0.345309,1.67647450647e+17,2.10850095976e+19,2.12526570482e+19,9.88294102747e+18,1.24297688758e+21,1.24297688758e+21
136,1.124437,-0.524446333333,7.09497760587e+18,3.66600153231e+20,3.73695130837e+20,1.5385353387e+18,7.94966978406e+19,7.94966978406e+19
137,1.204135,-0.0584283333332,8.90579994095e+12,2.69420140762e+17,2.69429046562e+17,3.89807596966e+16,1.17925417527e+21,1.17925417527e+21
138,1.29700766667,-0.959446,13525291445.7,1.92130340265e+20,1.92130340278e+20,3.07332645949e+11,4.36574147609e+21,4.36574147609e+21
139,2.31735091667,0.103882749999,5.50189930269e+14,3.59329971816e+17,3.59880161747e+17,5.03043609312e+17,3.28538630047e+20,3.28538630047e+20
140,1.31412124613,-1.30839984483,4.87135392637e+20,1.99015123479e+21,2.47728662743e+21,5.97288726125e+20,2.44017354065e+21,2.44017354065e+21
141,2.28797725,0.372388416666,1.7204921029e+15,4.25623826203e+17,4.27344318306e+17,6.36777043951e+16,1.57529047316e+19,1.57529047316e+19
142,1.42989066667,-1.310033,5.49872705773e+19,1.24707406879e+20,1.79694677456e+20,4.9676801369e+21,1.12663622248e+22,1.12663622248e+22
143,2.007455,0.869883916666,4.50690790549e+16,6.6844797424e+18,6.72954882145e+18,2.95703870332e+18,4.38577084872e+20,4.38577084872e+20
144,2.16644533334,0.675801166666,4.60888652965e+16,1.44962832972e+18,1.49571719502e+18,4.92939658089e+17,1.55043802578e+19,1.55043802578e+19
145,1.43233721584,-1.29444724814,3.27124510103e+16,3.76048880864e+19,3.76376005374e+19,9.40069156554e+18,1.08066483354e+22,1.08066483354e+22
146,1.44400333333,-1.303541,2.73099944238e+18,1.2404182395e+20,1.26772823392e+20,1.02265482268e+21,4.64489181169e+22,4.64489181169e+22
147,1.44099733333,-1.310033,8.25700075522e+19,7.90694278449e+19,1.61639435397e+20,2.34588115057e+22,2.2464268306e+22,2.2464268306e+22
148,1.43746288848,-1.27886166188,2.30963901794e+13,5.14790638679e+18,5.14792948318e+18,1.32738363516e+16,2.95857778642e+21,2.95857778642e+21
149,1.449689,-1.297049,7.80497846322e+16,4.50376471869e+19,4.51156969715e+19,2.92249044701e+19,1.68638637864e+22,1.68638637864e+22
150,1.4849584455,-1.29455831032,1.94175337881e+18,7.70713090361e+19,7.90130624149e+19,3.12344385933e+20,1.23974501379e+22,1.23974501379e+22
151,1.39442941524,-1.30265753437,2.31633624953e+19,6.29411654764e+19,8.61045279718e+19,4.5008006542e+22,1.22299013716e+23,1.22299013716e+23
152,1.4741094838,-1.30687601334,3.6354622436e+19,2.59708564595e+19,6.23254788955e+19,2.88110574996e+22,2.05819174738e+22,2.05819174738e+22
